file_id,organism,locus_tag,ess,conf,conf_aamean,conf_bos,conf_eos,conf_first,conf_mean
C018,Escherichia coli K-12 BW25113,BW25113_0042,0,0.013084368,0.057875734,0.031860333,0.013080009,0.016453138,0.0264707164
C018,Escherichia coli K-12 BW25113,BW25113_0043,0,0.011355342,0.06297767,0.09055999,0.0960736,0.046362042,0.061465728799999994
C018,Escherichia coli K-12 BW25113,BW25113_0044,0,0.0073983236,0.016586082,0.006956179,0.003028307,0.072341114,0.02126200112
C018,Escherichia coli K-12 BW25113,BW25113_0045,0,0.0022627616,0.000693051,0.010281851,0.021256303,0.005296049,0.00795800312
C018,Escherichia coli K-12 BW25113,BW25113_0046,0,0.0014062291,0.002682377,0.08001565,0.0006666394,0.06611306,0.0301767911
C018,Escherichia coli K-12 BW25113,BW25113_0047,0,0.26635018,0.28192452,0.08413055,0.015784865,0.01359336,0.132356695
C018,Escherichia coli K-12 BW25113,BW25113_0048,1,0.9157466,0.96831614,0.9566485,0.9771375,0.9687881,0.957327368
C018,Escherichia coli K-12 BW25113,BW25113_0049,0,0.0031104276,0.23577568,0.039718896,0.009982854,0.5292155,0.16356067151999998
C018,Escherichia coli K-12 BW25113,BW25113_0050,0,0.0013364422,0.0017841876,0.003025094,6.439515e-05,0.012625913,0.0037672063900000006
C018,Escherichia coli K-12 BW25113,BW25113_0051,0,0.2093381,0.64772373,0.57082134,0.43934125,0.062476166,0.3859401172
C018,Escherichia coli K-12 BW25113,BW25113_0052,0,0.29747108,0.80144906,0.9207987,0.8636613,0.45043695,0.666763418
C018,Escherichia coli K-12 BW25113,BW25113_0053,0,0.63555145,0.9148733,0.77107185,0.95855194,0.85286605,0.8265829179999999
C018,Escherichia coli K-12 BW25113,BW25113_0054,1,0.994228,0.9989477,0.0446335,0.99156463,0.83328176,0.7725311180000001
C018,Escherichia coli K-12 BW25113,BW25113_0055,0,0.04934157,0.009944524,0.01373823,0.0075876107,0.0022341956,0.01656922606
C018,Escherichia coli K-12 BW25113,BW25113_0058,0,0.039744493,0.14075436,0.01657449,0.08613877,0.045677118,0.0657778462
C018,Escherichia coli K-12 BW25113,BW25113_0059,0,0.01835515,0.018957345,0.023169711,0.009577901,0.0015742832,0.01432687804
C018,Escherichia coli K-12 BW25113,BW25113_0060,0,0.11110657,0.03626905,0.030202936,0.069349214,0.010187486,0.0514230512
C018,Escherichia coli K-12 BW25113,BW25113_0061,0,0.0015569445,0.0008978255,0.023022143,0.01879509,0.07763855,0.0243821106
C018,Escherichia coli K-12 BW25113,BW25113_0064,0,0.0053295023,0.011016204,0.010458456,0.0028405369,0.0006173557,0.006052410979999999
C018,Escherichia coli K-12 BW25113,BW25113_0065,0,0.056192555,0.0028323599,0.011966166,0.0024622083,0.00054124807,0.014798907454
C018,Escherichia coli K-12 BW25113,BW25113_0066,0,0.00027830518,0.0015957459,0.06510104,0.01480528,0.051147692,0.026585612616
C018,Escherichia coli K-12 BW25113,BW25113_0067,0,0.08550158,0.036314778,0.32479793,0.019771565,0.05708316,0.10469380260000001
C018,Escherichia coli K-12 BW25113,BW25113_0068,0,0.005841362,0.09199847,0.0074814768,0.09676056,0.0124722915,0.04291083206
C018,Escherichia coli K-12 BW25113,BW25113_0069,0,0.032565985,0.2659984,0.058391638,0.20813525,0.19237994,0.15149424260000002
C018,Escherichia coli K-12 BW25113,BW25113_0070,0,0.0030885423,0.037655994,0.33311716,0.031806618,0.4991927,0.18097220286
C018,Escherichia coli K-12 BW25113,BW25113_0071,0,0.010216096,0.12226903,0.19087406,0.055457078,0.3094208,0.13764741279999998
C018,Escherichia coli K-12 BW25113,BW25113_0072,0,0.62046343,0.30918342,0.5407152,0.29533505,0.4351931,0.44017804
C018,Escherichia coli K-12 BW25113,BW25113_0073,0,0.30686107,0.221687,0.2853454,0.15835863,0.038388103,0.20212804059999998
C018,Escherichia coli K-12 BW25113,BW25113_0074,0,0.3253184,0.32588264,0.5953437,0.15618531,0.12759477,0.306064964
C018,Escherichia coli K-12 BW25113,BW25113_0075,0,0.7498754,0.86671835,0.44282746,0.462632,0.86661154,0.67773295
C018,Escherichia coli K-12 BW25113,BW25113_0076,0,0.024148231,0.013721506,0.00940221,0.026611278,0.028495435,0.020475732
C018,Escherichia coli K-12 BW25113,BW25113_0077,0,0.0068647494,0.13963228,0.40889573,0.24594922,0.32375032,0.22501845987999997
C018,Escherichia coli K-12 BW25113,BW25113_0078,0,0.09761205,0.6582819,0.18603852,0.23378257,0.24379638,0.28390228399999995
C018,Escherichia coli K-12 BW25113,BW25113_0080,0,0.0067492714,0.017663516,0.11231989,0.033351317,0.003974874,0.03481177368
C018,Escherichia coli K-12 BW25113,BW25113_0081,0,0.8255354,0.96203613,0.90938,0.847802,0.7138626,0.851723226
C018,Escherichia coli K-12 BW25113,BW25113_0082,0,0.62204844,0.7584558,0.854192,0.9077454,0.86196595,0.800881518
C018,Escherichia coli K-12 BW25113,BW25113_0083,1,0.96409047,0.95917237,0.9614367,0.91626704,0.91126233,0.9424457820000001
C018,Escherichia coli K-12 BW25113,BW25113_0084,1,0.93708384,0.986376,0.94811857,0.9648802,0.99549955,0.966391632
C018,Escherichia coli K-12 BW25113,BW25113_0085,1,0.95855445,0.9746176,0.943342,0.98006195,0.97033215,0.9653816299999999
C018,Escherichia coli K-12 BW25113,BW25113_0086,1,0.87459946,0.92500585,0.99185365,0.9971392,0.9604011,0.949799852
C018,Escherichia coli K-12 BW25113,BW25113_0087,1,0.982768,0.9476654,0.9864829,0.96745455,0.98882747,0.974639664
C018,Escherichia coli K-12 BW25113,BW25113_0088,1,0.9438681,0.9094983,0.8953326,0.9195468,0.99334586,0.932318332
C018,Escherichia coli K-12 BW25113,BW25113_0089,1,0.99469984,0.9956623,0.9890723,0.99134326,0.982451,0.9906457399999999
C018,Escherichia coli K-12 BW25113,BW25113_0090,1,0.97301483,0.9934081,0.98927796,0.9922495,0.9944094,0.9884719580000001
C018,Escherichia coli K-12 BW25113,BW25113_0091,1,0.9531443,0.9462805,0.9947461,0.99867404,0.98206836,0.9749826599999999
C018,Escherichia coli K-12 BW25113,BW25113_0092,0,0.48875925,0.80182624,0.90862375,0.93061703,0.7752171,0.781008674
C018,Escherichia coli K-12 BW25113,BW25113_0093,1,0.9494305,0.9983492,0.96644974,0.9791428,0.9689443,0.972463308
C018,Escherichia coli K-12 BW25113,BW25113_0094,1,0.9760118,0.99016935,0.9887454,0.97049785,0.98229665,0.98154421
C018,Escherichia coli K-12 BW25113,BW25113_0095,1,0.9144694,0.97079873,0.95966685,0.9858517,0.9642473,0.959006796
C018,Escherichia coli K-12 BW25113,BW25113_0096,1,0.9439103,0.8957649,0.9434226,0.98375213,0.9803069,0.949431366
C018,Escherichia coli K-12 BW25113,BW25113_0097,1,0.68412703,0.24470311,0.15541036,0.16856703,0.28336647,0.3072348
C018,Escherichia coli K-12 BW25113,BW25113_0098,1,0.88737917,0.970851,0.8938564,0.9180235,0.9619073,0.926403474
C018,Escherichia coli K-12 BW25113,BW25113_0099,0,0.771445,0.39136818,0.9324468,0.22243652,0.86890996,0.637321292
C018,Escherichia coli K-12 BW25113,BW25113_0101,0,0.13861516,0.056469448,0.10098095,0.013596998,0.11359695,0.08465190120000002
C018,Escherichia coli K-12 BW25113,BW25113_0102,0,0.032787103,0.102708384,0.0007221282,0.0018907693,0.0915922,0.04594011690000001
C018,Escherichia coli K-12 BW25113,BW25113_0103,0,0.64920837,0.9737984,0.9864231,0.98256314,0.98004514,0.91440763
C018,Escherichia coli K-12 BW25113,BW25113_0104,0,0.26508066,0.039248653,0.43084753,0.20868845,0.4530757,0.2793881986
C018,Escherichia coli K-12 BW25113,BW25113_0106,0,0.013898117,0.069592565,0.0906933,0.007494603,0.013745616,0.0390848402
C018,Escherichia coli K-12 BW25113,BW25113_0107,0,0.24205199,0.05151937,0.015322297,0.055654928,0.014499614,0.0758096398
C018,Escherichia coli K-12 BW25113,BW25113_0108,0,0.00070470775,3.679476e-05,0.09208621,0.041540384,0.01158239,0.029190097302
C018,Escherichia coli K-12 BW25113,BW25113_0109,0,0.25046915,0.47246444,0.13764845,0.2367016,0.32798496,0.28505372
C018,Escherichia coli K-12 BW25113,BW25113_0110,0,0.003317379,0.049905423,0.006219046,0.00026777497,0.2652849,0.064998904594
C018,Escherichia coli K-12 BW25113,BW25113_0111,0,0.00026733443,0.026866945,0.032630187,0.09178867,0.0654809,0.04340680728600001
C018,Escherichia coli K-12 BW25113,BW25113_0112,0,0.03400317,0.038064163,0.019379972,0.08113233,0.046905406,0.0438970082
C018,Escherichia coli K-12 BW25113,BW25113_0113,0,0.007363486,0.0047229845,0.024366675,0.009371588,0.010463442,0.0112576351
C018,Escherichia coli K-12 BW25113,BW25113_0114,0,0.72292894,0.79741925,0.9081235,0.8630978,0.7728077,0.8128754380000001
C018,Escherichia coli K-12 BW25113,BW25113_0115,0,0.8752042,0.8505913,0.717251,0.82255334,0.9499706,0.8431140880000001
C018,Escherichia coli K-12 BW25113,BW25113_0116,0,0.83885235,0.90310043,0.851723,0.9502063,0.9568347,0.9001433560000001
C018,Escherichia coli K-12 BW25113,BW25113_0117,0,0.023818176,0.005123994,0.041081138,0.019373627,0.013691222,0.020617631400000003
C018,Escherichia coli K-12 BW25113,BW25113_0118,0,0.8502539,0.8418413,0.6854054,0.8895674,0.8252343,0.8184604600000001
C018,Escherichia coli K-12 BW25113,BW25113_0119,0,0.005182219,0.0005263476,0.11890596,0.19501644,0.058271796,0.07558055252
C018,Escherichia coli K-12 BW25113,BW25113_0120,0,0.16493915,0.13773851,0.013410313,0.045306977,0.014201429,0.0751192758
C018,Escherichia coli K-12 BW25113,BW25113_0121,0,0.016339332,0.018064037,0.0059470255,0.025354363,0.20699382,0.054539715499999995
C018,Escherichia coli K-12 BW25113,BW25113_0122,0,0.03296562,0.0765567,0.114821665,0.24966882,0.30040878,0.154884317
C018,Escherichia coli K-12 BW25113,BW25113_0123,0,0.0050149737,0.008722271,0.034890857,0.013075694,0.0022679684,0.012794352819999999
C018,Escherichia coli K-12 BW25113,BW25113_0124,0,0.1563069,0.226386,0.46860516,0.44846985,0.25165588,0.310284758
C018,Escherichia coli K-12 BW25113,BW25113_0125,0,0.073688604,0.088647634,0.29778028,0.22207548,0.07784062,0.1520065236
C018,Escherichia coli K-12 BW25113,BW25113_0126,1,0.8690305,0.97245455,0.77804047,0.88298774,0.9608852,0.8926796920000001
C018,Escherichia coli K-12 BW25113,BW25113_0127,0,0.21065597,0.1347713,0.05673029,0.16062,0.25198328,0.16295216799999998
C018,Escherichia coli K-12 BW25113,BW25113_0128,0,0.004389264,0.016115036,0.18526569,0.09446697,0.004601606,0.060967713199999995
C018,Escherichia coli K-12 BW25113,BW25113_0129,0,0.029428821,0.050423473,0.048034556,0.11562227,0.04186707,0.05707523799999999
C018,Escherichia coli K-12 BW25113,BW25113_0130,0,0.2197772,0.20847863,0.14892784,0.06975669,0.029387066,0.13526548519999998
C018,Escherichia coli K-12 BW25113,BW25113_0131,0,0.015953148,0.0252052,0.03407469,0.08898869,0.09605774,0.0520558936
C018,Escherichia coli K-12 BW25113,BW25113_0132,0,0.026481979,0.11315774,0.002494145,0.0012705656,0.028323306,0.03434554712
C018,Escherichia coli K-12 BW25113,BW25113_0133,0,0.77993304,0.55426383,0.70005625,0.38646844,0.1031642,0.504777152
C018,Escherichia coli K-12 BW25113,BW25113_0134,0,0.3951192,0.56081,0.83605874,0.77753866,0.15220173,0.544345666
C018,Escherichia coli K-12 BW25113,BW25113_0135,0,0.011371188,0.011217544,0.0022177377,0.001725139,0.019594736,0.00922526894
C018,Escherichia coli K-12 BW25113,BW25113_0136,0,0.015229945,0.011215921,0.02999095,0.014667809,0.25274253,0.06476943100000002
C018,Escherichia coli K-12 BW25113,BW25113_0137,0,0.0031572178,0.0015530473,0.058437273,0.014061227,0.16623929,0.04868961102
C018,Escherichia coli K-12 BW25113,BW25113_0138,0,0.030413812,0.020423144,0.024574813,0.008771337,0.05726507,0.028289635200000003
C018,Escherichia coli K-12 BW25113,BW25113_0139,0,0.057798557,0.052933104,0.00673488,0.025696242,0.052872036,0.03920696380000001
C018,Escherichia coli K-12 BW25113,BW25113_0140,0,0.0047266977,0.24700326,0.015105283,0.0007959616,0.11463229,0.07645269846
C018,Escherichia coli K-12 BW25113,BW25113_0141,0,0.0061488445,0.004763184,0.055005252,0.00660271,0.02475473,0.0194549441
C018,Escherichia coli K-12 BW25113,BW25113_0142,1,0.8480321,0.46198118,0.7816163,0.46763235,0.91984993,0.6958223720000001
C018,Escherichia coli K-12 BW25113,BW25113_0143,0,0.41094747,0.3329819,0.35169736,0.7491806,0.74256927,0.51747532
C018,Escherichia coli K-12 BW25113,BW25113_0144,0,0.08219833,0.28927496,0.1067448,0.1492634,0.30184835,0.18586596800000002
C018,Escherichia coli K-12 BW25113,BW25113_0145,0,0.77786225,0.70072645,0.2431493,0.5916681,0.06695653,0.476072526
C018,Escherichia coli K-12 BW25113,BW25113_0146,0,0.005867983,0.013177182,0.019978326,0.014667258,0.15867308,0.0424727658
C018,Escherichia coli K-12 BW25113,BW25113_0147,0,0.040928863,0.017405398,0.007411642,0.003253535,0.19252366,0.052304619600000005
C018,Escherichia coli K-12 BW25113,BW25113_0148,0,0.018613547,0.009778925,0.009236345,0.04533869,0.016149962,0.0198234938
C018,Escherichia coli K-12 BW25113,BW25113_0149,0,0.0728172,0.20671308,0.08910895,0.04535249,0.06356587,0.09551151800000002
C018,Escherichia coli K-12 BW25113,BW25113_0150,0,0.039880976,0.06698106,0.015143545,0.0073430105,0.057759333,0.0374215849
C018,Escherichia coli K-12 BW25113,BW25113_0151,0,0.13121246,0.05147866,0.054111287,0.15290895,0.09434394,0.09681105940000001
C018,Escherichia coli K-12 BW25113,BW25113_0152,0,0.00078621274,0.001197481,0.00422677,0.0040291375,0.015083626,0.0050646454479999995
C018,Escherichia coli K-12 BW25113,BW25113_0153,0,0.18456581,0.102871716,0.37142986,0.22050266,0.08147263,0.19216853520000002
C018,Escherichia coli K-12 BW25113,BW25113_0154,1,0.45616025,0.6529527,0.7334393,0.8060346,0.8497104,0.6996594500000001
C018,Escherichia coli K-12 BW25113,BW25113_0155,0,0.01545179,0.06894979,0.013167997,0.02377018,0.23888233,0.0720444174
C018,Escherichia coli K-12 BW25113,BW25113_0156,1,0.80394113,0.80270433,0.9522439,0.96438485,0.89649695,0.883954232
C018,Escherichia coli K-12 BW25113,BW25113_0157,0,0.03683289,0.013591608,0.1667717,0.04188626,0.0020869183,0.05223387526000001
C018,Escherichia coli K-12 BW25113,BW25113_0158,0,0.0095600765,0.0014874727,0.0016215143,0.0020389112,0.009207195,0.00478303394
C018,Escherichia coli K-12 BW25113,BW25113_0159,0,0.8305531,0.5945204,0.76649237,0.75637394,0.48643103,0.6868741679999999
C018,Escherichia coli K-12 BW25113,BW25113_0160,0,0.015507527,0.033513147,0.1141511,0.18927497,0.03338727,0.07716680279999999
C018,Escherichia coli K-12 BW25113,BW25113_0161,0,0.28247818,0.05663217,0.042924892,0.019041242,0.2075594,0.1217271768
C018,Escherichia coli K-12 BW25113,BW25113_0162,0,0.0974669,0.16140606,0.024932474,0.25668955,0.028712574,0.1138415116
C018,Escherichia coli K-12 BW25113,BW25113_0163,0,0.02863978,0.48192182,0.23439671,0.2170576,0.086731896,0.2097495612
C018,Escherichia coli K-12 BW25113,BW25113_0164,0,0.122184515,0.06161478,0.33376533,0.53218096,0.29893115,0.269735347
C018,Escherichia coli K-12 BW25113,BW25113_0166,1,0.6921077,0.92735964,0.8878821,0.89587635,0.9385097,0.8683470979999999
C018,Escherichia coli K-12 BW25113,BW25113_0167,0,0.2404108,0.46214733,0.18729398,0.67040634,0.50483173,0.4130180360000001
C018,Escherichia coli K-12 BW25113,BW25113_0168,1,0.83712846,0.8357202,0.7797457,0.7478906,0.9314478,0.826386552
C018,Escherichia coli K-12 BW25113,BW25113_0169,1,0.95414984,0.9073412,0.9223373,0.94723916,0.96976566,0.9401666320000001
C018,Escherichia coli K-12 BW25113,BW25113_0170,1,0.93450266,0.98215115,0.84207803,0.9607964,0.9530472,0.934515088
C018,Escherichia coli K-12 BW25113,BW25113_0171,1,0.9859439,0.9660573,0.975863,0.9788679,0.97835577,0.9770175740000001
C018,Escherichia coli K-12 BW25113,BW25113_0172,1,0.9863739,0.9769927,0.9802387,0.95271254,0.947972,0.968857968
C018,Escherichia coli K-12 BW25113,BW25113_0173,1,0.95063925,0.99156296,0.99494344,0.9913015,0.97906053,0.981501536
C018,Escherichia coli K-12 BW25113,BW25113_0174,1,0.9459329,0.98597765,0.9895695,0.93181056,0.9687593,0.964409982
C018,Escherichia coli K-12 BW25113,BW25113_0175,1,0.9885261,0.9782437,0.9888787,0.9236846,0.9779407,0.97145476
C018,Escherichia coli K-12 BW25113,BW25113_0176,1,0.92151135,0.95332867,0.9348478,0.91310424,0.96199214,0.9369568399999999
C018,Escherichia coli K-12 BW25113,BW25113_0177,1,0.9598605,0.9910693,0.9933247,0.9417593,0.9703516,0.9712730799999999
C018,Escherichia coli K-12 BW25113,BW25113_0178,0,0.9316046,0.89032763,0.76467705,0.9767045,0.72590566,0.857843888
C018,Escherichia coli K-12 BW25113,BW25113_0179,1,0.953459,0.9825643,0.98571765,0.99280167,0.9563211,0.974172744
C018,Escherichia coli K-12 BW25113,BW25113_0180,1,0.9922118,0.9914152,0.97312826,0.98101085,0.96998525,0.981550272
C018,Escherichia coli K-12 BW25113,BW25113_0181,1,0.97513425,0.96674055,0.9564946,0.95849943,0.9883039,0.9690345459999999
C018,Escherichia coli K-12 BW25113,BW25113_0182,1,0.89984035,0.96829873,0.8834661,0.938322,0.98323303,0.9346320419999999
C018,Escherichia coli K-12 BW25113,BW25113_0183,0,0.34346572,0.5959279,0.11282095,0.28878447,0.2976258,0.32772496799999995
C018,Escherichia coli K-12 BW25113,BW25113_0184,1,0.93052906,0.9353524,0.9673816,0.98935914,0.90669274,0.945862988
C018,Escherichia coli K-12 BW25113,BW25113_0185,1,0.8108185,0.91805726,0.99517447,0.9719,0.99550503,0.9382910520000001
C018,Escherichia coli K-12 BW25113,BW25113_0186,0,0.001672481,0.020856123,0.016161354,0.06224052,0.0041981097,0.021025717539999995
C018,Escherichia coli K-12 BW25113,BW25113_0187,0,0.0012824422,0.016873952,0.009825824,0.00083247555,0.028165633,0.011396065350000002
C018,Escherichia coli K-12 BW25113,BW25113_0188,1,0.96670735,0.9048277,0.81057686,0.96970147,0.5578375,0.841930176
C018,Escherichia coli K-12 BW25113,BW25113_0189,0,0.03240272,0.059962824,0.06073067,0.15460487,0.022643095,0.0660688358
C018,Escherichia coli K-12 BW25113,BW25113_0190,0,0.0069377376,0.031580437,0.23515286,0.004812951,0.075641535,0.07082510412
C018,Escherichia coli K-12 BW25113,BW25113_0191,0,0.04581947,0.030613327,0.14613119,0.46545577,0.0481344,0.14723083139999998
C018,Escherichia coli K-12 BW25113,BW25113_0192,0,0.022700688,0.0055257,0.048774328,0.080147415,0.003285499,0.032086725999999996
C018,Escherichia coli K-12 BW25113,BW25113_0193,0,0.005257542,0.008358185,0.0003056705,0.0032233023,0.009278957,0.00528473136
C018,Escherichia coli K-12 BW25113,BW25113_0194,1,0.9395165,0.9581226,0.9738641,0.9796744,0.91652644,0.953540808
C018,Escherichia coli K-12 BW25113,BW25113_0195,0,0.015153882,0.0154966265,0.05493683,0.074512094,0.015861193,0.0351921251
C018,Escherichia coli K-12 BW25113,BW25113_0196,0,0.00013695001,0.0011455581,0.009851707,0.024773391,0.019577945,0.011097110221999999
C018,Escherichia coli K-12 BW25113,BW25113_0197,0,0.16620208,0.03032285,0.010768236,0.0211299,0.17214306,0.0801132252
C018,Escherichia coli K-12 BW25113,BW25113_0198,0,0.0010841654,0.00059699785,0.0011972226,0.003678098,0.007113506,0.0027339979699999998
C018,Escherichia coli K-12 BW25113,BW25113_0199,0,0.26840368,0.08254654,0.07752768,0.03218747,0.16332692,0.12479845799999997
C018,Escherichia coli K-12 BW25113,BW25113_0200,0,0.10486919,0.22233771,0.52456015,0.14437118,0.5385298,0.30693360599999997
C018,Escherichia coli K-12 BW25113,BW25113_0207,0,0.030123267,0.06801067,0.009619455,0.016445152,0.092207216,0.043281152
C018,Escherichia coli K-12 BW25113,BW25113_0208,0,0.20987159,0.1980839,0.20188878,0.13252749,0.09105595,0.166685542
C018,Escherichia coli K-12 BW25113,BW25113_0209,0,0.06809375,0.24231683,0.0019233851,0.017566314,0.0018851731,0.06635709044
C018,Escherichia coli K-12 BW25113,BW25113_0210,0,0.022127222,0.005787011,0.02200195,0.0072341436,0.109871775,0.03340442032
C018,Escherichia coli K-12 BW25113,BW25113_0211,0,0.23121668,0.011899358,0.37378728,0.19754727,0.0023741676,0.16336495112
C018,Escherichia coli K-12 BW25113,BW25113_0212,0,0.14519079,0.35767773,0.0473173,0.3426793,0.0058209775,0.17973721950000002
C018,Escherichia coli K-12 BW25113,BW25113_0213,0,0.001521063,0.022045074,0.09129074,0.08836591,0.029184647,0.046481486800000006
C018,Escherichia coli K-12 BW25113,BW25113_0214,0,0.57226616,0.5011566,0.5750419,0.59507155,0.32878247,0.514463736
C018,Escherichia coli K-12 BW25113,BW25113_0215,0,0.78135294,0.9173419,0.92994356,0.9448811,0.923524,0.8994087000000001
C018,Escherichia coli K-12 BW25113,BW25113_0217,0,0.023639979,0.008730355,0.1470088,0.2514317,0.42450395,0.1710629568
C018,Escherichia coli K-12 BW25113,BW25113_0218,0,0.011381796,0.00296743,0.036281712,0.15525758,0.2615085,0.0934794036
C018,Escherichia coli K-12 BW25113,BW25113_0219,0,0.009100104,0.005678234,0.034304988,0.0070054173,0.36085844,0.08338943666000001
C018,Escherichia coli K-12 BW25113,BW25113_0220,0,0.0016267395,0.006421881,0.0692517,0.118152335,0.045694683,0.048229467699999994
C018,Escherichia coli K-12 BW25113,BW25113_0221,0,0.06467718,0.14288047,0.00673607,0.06007693,0.0054619703,0.05596652406000001
C018,Escherichia coli K-12 BW25113,BW25113_0222,0,0.77554953,0.8364268,0.8118675,0.9017127,0.92208415,0.849528136
C018,Escherichia coli K-12 BW25113,BW25113_0223,0,0.017582763,0.007708293,0.02607153,0.18248715,0.0020037403,0.04717069525999999
C018,Escherichia coli K-12 BW25113,BW25113_0224,0,0.052548885,0.16006547,0.17865169,0.015363676,0.3106475,0.1434554442
